"","idx","name","selected","f[(1)](id, age)","f[(2)](age)","f[(3)](diseaseAge)","f[(4)](sex, age)","f[(5)](group)","noise","max(Rhat)","n","N","N_cases","flag","N_b05","N_b02","NA"
"1",1,"P35237","f[(1)](id, age), f[(2)](age), f[(5)](group), f[(4)](sex, age)",0.142,0.056,0.02,0.039,0.051,0.692,1.006,161,18,9,0,3,9,0
"2",2,"Q7LBX6","f[(1)](id, age), f[(2)](age)",0.336,0.07,0.007,0.006,0.001,0.579,1.003,189,21,11,0,6,10,0
"3",3,"Q9H4M9","f[(2)](age), f[(1)](id, age)",0.063,0.078,0.006,0.019,0.003,0.83,1.004,162,18,8,0,2,8,0
"4",4,"O75503","f[(1)](id, age), f[(2)](age)",0.308,0.1,0.02,0.007,0.016,0.549,1.004,108,12,6,0,2,5,0
"5",5,"O00748","f[(1)](id, age), f[(5)](group)",0.461,0.011,0.005,0.025,0.03,0.468,1.002,189,21,11,0,4,11,0
"6",6,"P25787","f[(1)](id, age)",0.736,0.006,0.002,0.005,0.001,0.251,1.003,180,20,10,0,2,10,0
"7",7,"P01834","f[(1)](id, age), f[(4)](sex, age)",0.445,0,0.004,0.056,0.001,0.494,1.002,189,21,11,0,3,11,0
"8",8,"P01714","f[(1)](id, age), f[(5)](group), f[(3)](diseaseAge), f[(4)](sex, age)",0.225,0.028,0.054,0.029,0.131,0.533,1.003,108,12,5,0,1,2,0
"9",9,"P0CG05","f[(1)](id, age), f[(4)](sex, age)",0.407,0.015,0.007,0.032,0,0.538,1.003,189,21,11,0,4,11,0
"10",10,"P01617","f[(1)](id, age)",0.28,0.001,0.004,0.026,0.001,0.689,1.002,144,16,10,0,3,10,0
"11",11,"A0A075B738","f[(1)](id, age)",0.714,0.021,0.024,0.001,0.001,0.239,1.002,189,21,11,0,5,8,0
"12",12,"P08575","f[(2)](age), f[(1)](id, age)",0.263,0.355,0.006,0.002,0,0.374,1.002,189,21,11,0,6,11,0
"13",13,"P80303","f[(1)](id, age), f[(4)](sex, age)",0.34,0.005,0.006,0.083,0.025,0.541,1.003,99,11,7,0,1,7,0
"14",14,"P08123","f[(2)](age), f[(1)](id, age)",0.166,0.603,0.005,0.02,0.008,0.198,1.002,189,21,11,0,3,10,0
"15",15,"P08887","f[(1)](id, age)",0.777,0.026,0.003,0.003,0.006,0.185,1.003,189,21,11,0,3,11,0
"16",16,"Q12913","f[(2)](age), f[(1)](id, age)",0.177,0.356,0.002,0.016,0.002,0.447,1.002,189,21,11,0,0,11,0
"17",17,"A0A087WTM7","f[(1)](id, age), f[(2)](age)",0.644,0.044,0.006,0.014,0.001,0.292,1.002,189,21,11,0,4,11,0
"18",18,"Q7Z5N4","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.479,0.083,0.012,0.025,0.037,0.365,1.003,189,21,11,0,6,9,0
"19",19,"P11940","f[(1)](id, age), f[(3)](diseaseAge)",0.337,0.021,0.061,0.002,0.007,0.571,1.002,99,11,9,0,5,8,0
"20",20,"Q96C36","f[(1)](id, age), f[(4)](sex, age), f[(5)](group)",0.055,0.019,0.004,0.039,0.03,0.854,1.002,99,11,5,0,1,5,0
"21",21,"P41271","f[(1)](id, age), f[(2)](age)",0.48,0.155,0.003,0.008,0.001,0.353,1.002,153,17,11,0,3,11,0
"22",22,"A0A087WU91","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.168,0.165,0.016,0.03,0.005,0.616,1.004,99,11,7,0,2,7,0
"23",23,"O15467","f[(1)](id, age), f[(2)](age)",0.539,0.06,0.006,0.014,0.001,0.381,1.002,99,11,7,0,1,7,0
"24",24,"Q3LXA3","f[(1)](id, age), f[(5)](group)",0.157,0.024,0.005,0.004,0.03,0.779,1.002,189,21,11,0,3,11,0
"25",25,"P49720","f[(1)](id, age), f[(3)](diseaseAge), f[(4)](sex, age), f[(5)](group)",0.601,0.013,0.062,0.048,0.047,0.229,1.005,162,18,9,0,1,1,0
"26",26,"P07203","f[(2)](age), f[(1)](id, age)",0.126,0.253,0.01,0.005,0.004,0.603,1.003,189,21,11,0,5,11,0
"27",27,"O95196","f[(2)](age), f[(1)](id, age)",0.131,0.591,0.003,0.001,0.005,0.269,1.003,99,11,4,0,0,4,0
"28",28,"Q8IYS5","f[(1)](id, age), f[(5)](group)",0.456,0.009,0.001,0.003,0.107,0.424,1.003,178,20,10,0,0,10,0
"29",29,"Q5T123","f[(2)](age), f[(1)](id, age)",0.054,0.094,0.014,0.017,0.002,0.819,1.003,189,21,11,0,3,9,0
"30",30,"P01857","f[(1)](id, age), f[(4)](sex, age)",0.374,0.002,0.011,0.036,0.006,0.571,1.001,189,21,11,0,5,10,0
"31",31,"P15941","f[(1)](id, age), f[(5)](group), f[(3)](diseaseAge)",0.63,0.019,0.05,0.018,0.052,0.232,1.003,126,14,10,0,4,6,0
"32",32,"Q14517","f[(1)](id, age), f[(2)](age)",0.656,0.101,0.019,0.007,0.002,0.215,1.005,189,21,11,0,4,8,0
"33",33,"Q00610","f[(2)](age), f[(1)](id, age)",0.051,0.166,0.036,0.009,0.004,0.734,1.003,171,19,11,0,5,7,0
"34",34,"Q13477","f[(1)](id, age), f[(2)](age)",0.38,0.356,0.002,0.001,0.005,0.256,1.002,189,21,11,0,4,11,0
"35",35,"Q9P2T1","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.103,0.077,0.004,0.034,0.025,0.757,1.002,117,13,5,0,0,5,0
"36",36,"P23470","f[(1)](id, age), f[(5)](group)",0.822,0.013,0.003,0.007,0.031,0.123,1.003,189,21,11,0,3,11,0
"37",37,"Q15833","f[(2)](age), f[(1)](id, age)",0.027,0.028,0.002,0.008,0.02,0.915,1.002,171,19,10,0,0,10,0
"38",38,"Q9Y274","f[(1)](id, age)",0.781,0.01,0.013,0.008,0.004,0.184,1.002,180,20,11,0,3,9,0
"39",39,"P12830","f[(1)](id, age), f[(2)](age)",0.623,0.032,0.013,0.005,0.003,0.324,1.002,189,21,11,0,4,10,0
"40",40,"P01860","f[(1)](id, age), f[(2)](age)",0.752,0.056,0.006,0.009,0.019,0.157,1.002,189,21,11,0,2,10,0
"41",41,"P50895","f[(1)](id, age)",0.483,0.004,0.003,0.002,0,0.508,1.002,189,21,11,0,3,11,0
"42",42,"Q9UPZ6","f[(1)](id, age), f[(5)](group)",0.698,0.016,0.006,0.004,0.026,0.251,1.004,99,11,6,0,2,6,0
"43",43,"P21802","f[(1)](id, age), f[(2)](age)",0.37,0.109,0.003,0.002,0.023,0.494,1.002,117,13,6,0,1,6,0
"44",44,"P29122","f[(1)](id, age)",0.562,0.005,0.003,0.007,0.002,0.421,1.003,126,14,11,0,1,11,0
"45",45,"Q9BZG9","f[(1)](id, age), f[(2)](age)",0.593,0.045,0.008,0,0.033,0.321,1.002,189,21,11,0,4,11,0
"46",46,"Q6UXD5","f[(2)](age), f[(1)](id, age)",0.128,0.695,0.003,0.015,0.004,0.155,1.004,189,21,11,0,1,11,0
"47",47,"Q16851","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.369,0.04,0.033,0.025,0.005,0.527,1.005,189,21,11,0,3,6,0
"48",48,"Q15185","f[(1)](id, age), f[(2)](age)",0.088,0.062,0.011,0.006,0.001,0.831,1.002,135,15,6,0,1,6,0
"49",49,"P05997","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.317,0.259,0.006,0.064,0.006,0.348,1.002,189,21,11,0,4,11,0
"50",50,"Q9BY67","f[(1)](id, age), f[(2)](age)",0.464,0.157,0.006,0.003,0.001,0.368,1.003,189,21,11,0,6,11,0
"51",51,"Q9H3K6","f[(1)](id, age), f[(2)](age)",0.238,0.226,0.004,0.002,0.001,0.529,1.002,189,21,11,0,2,11,0
"52",52,"Q9Y4L1","f[(1)](id, age), f[(2)](age)",0.519,0.043,0.007,0.004,0.013,0.415,1.003,189,21,11,0,4,11,0
"53",53,"Q9H251","f[(1)](id, age), f[(2)](age)",0.561,0.045,0.011,0.001,0.001,0.38,1.004,169,19,11,0,1,10,0
"54",54,"P09668","f[(1)](id, age), f[(2)](age)",0.663,0.035,0.025,0.01,0.012,0.256,1.003,189,21,11,0,6,9,0
"55",55,"P10912","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.474,0.21,0.007,0.09,0.03,0.19,1.003,108,12,5,0,1,5,0
"56",56,"P39059","f[(1)](id, age), f[(2)](age)",0.324,0.19,0.003,0.021,0.003,0.458,1.002,189,21,11,0,1,11,0
"57",57,"A0A087X0M8","f[(1)](id, age), f[(3)](diseaseAge)",0.478,0.01,0.037,0.032,0.001,0.441,1.002,189,21,11,0,6,7,0
"58",58,"Q9UMY4","f[(1)](id, age), f[(4)](sex, age)",0.051,0.005,0.006,0.035,0.01,0.893,1.002,105,12,7,0,0,7,0
"59",59,"P69849","f[(1)](id, age)",0.31,0.019,0.002,0.001,0.004,0.665,1.002,189,21,11,0,1,11,0
"60",60,"Q6ZRP7","f[(1)](id, age), f[(2)](age)",0.681,0.049,0.002,0.003,0.003,0.261,1.002,189,21,11,0,1,11,0
"61",61,"Q9UBW5","f[(2)](age), f[(1)](id, age)",0.092,0.185,0.01,0.004,0.002,0.707,1.003,189,21,11,0,4,10,0
"62",62,"O60613","f[(1)](id, age), f[(2)](age)",0.443,0.098,0.017,0.007,0.006,0.429,1.003,171,19,10,0,4,6,0
"63",63,"P22352","f[(1)](id, age)",0.845,0.006,0.003,0.003,0.002,0.143,1.002,189,21,11,0,3,11,0
"64",64,"Q16663","f[(1)](id, age), f[(2)](age)",0.687,0.054,0.005,0.005,0.002,0.246,1.003,99,11,3,0,0,3,0
"65",65,"O95633","f[(1)](id, age), f[(2)](age)",0.416,0.046,0.003,0.016,0.003,0.516,1.008,162,18,8,0,1,8,0
"66",66,"P09326","f[(1)](id, age)",0.66,0.011,0.017,0.015,0.002,0.295,1.003,171,19,10,0,7,9,0
"67",67,"Q6PID9","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.259,0.224,0.003,0.208,0.008,0.299,1.004,189,21,11,0,0,11,0
"68",68,"Q9UL46","f[(2)](age)",0.032,0.084,0.006,0.001,0.001,0.876,1.008,189,21,11,0,2,11,0
"69",69,"P01871","f[(1)](id, age)",0.601,0.001,0.006,0.024,0.012,0.356,1.002,189,21,11,0,6,11,0
"70",70,"P62333","f[(2)](age), f[(1)](id, age), f[(4)](sex, age)",0.154,0.165,0.012,0.093,0.019,0.557,1.004,99,11,4,0,0,4,0
"71",71,"Q8NDA2","f[(1)](id, age), f[(2)](age)",0.479,0.128,0.002,0.007,0.004,0.38,1.003,189,21,11,0,0,11,0
"72",72,"Q86UX2","f[(1)](id, age)",0.243,0.002,0.012,0.003,0.001,0.739,1.002,126,14,10,0,3,10,0
"73",73,"P35542","f[(1)](id, age), f[(4)](sex, age)",0.25,0.005,0.008,0.028,0.011,0.699,1.004,189,21,11,0,1,11,0
"74",74,"Q9ULH1","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.266,0.31,0.025,0.003,0.126,0.27,1.003,104,12,4,0,2,3,0
"75",75,"P22061","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.32,0.173,0.006,0.02,0.027,0.453,1.002,171,19,9,0,3,9,0
"76",76,"P12259","f[(1)](id, age), f[(2)](age)",0.47,0.094,0.003,0.004,0.001,0.428,1.002,189,21,11,0,2,11,0
"77",77,"Q8WU40","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.181,0.09,0.006,0.001,0.048,0.674,1.002,153,17,10,0,1,10,0
"78",78,"P22694","f[(1)](id, age)",0.032,0.014,0.005,0.018,0.002,0.929,1.002,117,13,8,0,2,8,0
"79",79,"P33527","f[(2)](age), f[(1)](id, age)",0.072,0.122,0.011,0.024,0.011,0.76,1.003,162,18,10,0,3,10,0
"80",80,"P15151","f[(1)](id, age), f[(2)](age)",0.567,0.177,0.002,0.018,0.001,0.235,1.005,189,21,11,0,3,11,0
"81",81,"Q4LDE5","f[(1)](id, age), f[(2)](age)",0.296,0.131,0.009,0.002,0.001,0.56,1.003,189,21,11,0,2,11,0
"82",82,"Q53EL9","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.118,0.489,0.018,0.009,0.028,0.337,1.002,97,11,5,0,2,4,0
"83",83,"Q86UQ4","f[(1)](id, age), f[(2)](age)",0.109,0.035,0.013,0.006,0.001,0.836,1.002,180,20,10,0,3,10,0
"84",84,"Q6UX73","f[(1)](id, age)",0.664,0.012,0.004,0.029,0.003,0.288,1.003,153,17,8,0,3,7,0
"85",85,"Q13418","f[(1)](id, age), f[(2)](age)",0.138,0.089,0.013,0.012,0.001,0.747,1.003,189,21,11,0,4,10,0
"86",86,"P07108","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.171,0.029,0.017,0.047,0.025,0.709,1.003,108,12,8,0,0,8,0
"87",87,"P21266","f[(1)](id, age), f[(4)](sex, age)",0.324,0.036,0.012,0.081,0.001,0.546,1.003,180,20,10,0,3,10,0
"88",88,"Q96B86","f[(1)](id, age), f[(2)](age)",0.696,0.05,0.008,0.004,0.01,0.231,1.003,189,21,11,0,5,9,0
"89",89,"P55290","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.522,0.066,0.009,0.098,0.001,0.305,1.003,189,21,11,0,4,11,0
"90",90,"P06744","f[(1)](id, age), f[(2)](age)",0.088,0.064,0.012,0.01,0.001,0.824,1.003,189,21,11,0,4,11,0
"91",91,"Q8WZ42","f[(1)](id, age), f[(5)](group)",0.541,0.009,0.004,0.011,0.03,0.405,1.003,153,17,11,0,3,11,0
"92",92,"Q9UQP3","f[(1)](id, age)",0.742,0.029,0.002,0.004,0,0.221,1.003,189,21,11,0,3,11,0
"93",93,"Q9Y240","f[(1)](id, age)",0.52,0.003,0.005,0.004,0.024,0.443,1.002,161,18,8,0,2,8,0
"94",94,"Q07654","f[(1)](id, age), f[(2)](age)",0.519,0.142,0.021,0.01,0.003,0.304,1.002,189,21,11,0,4,9,0
"95",95,"Q8WWV6","f[(1)](id, age), f[(2)](age)",0.354,0.328,0.006,0.029,0.009,0.273,1.002,171,19,11,0,5,10,0
"96",96,"P00533","f[(1)](id, age), f[(3)](diseaseAge), f[(2)](age)",0.43,0.066,0.073,0.006,0.007,0.419,1.004,189,21,11,0,1,4,0
"97",97,"P01623","f[(1)](id, age)",0.206,0.002,0.02,0.006,0.004,0.761,1.002,188,21,11,0,4,9,0
"98",98,"P0CG04","f[(1)](id, age)",0.435,0.002,0.018,0.006,0.011,0.527,1.002,180,20,10,0,5,8,0
"99",99,"Q9UHJ6","f[(1)](id, age), f[(2)](age)",0.548,0.173,0.025,0.001,0.021,0.232,1.002,108,12,8,0,3,6,0
"100",100,"P01598","f[(1)](id, age)",0.752,0.002,0.003,0.011,0.004,0.229,1.003,117,13,7,0,2,7,0
"101",101,"Q99685","f[(1)](id, age), f[(2)](age)",0.193,0.144,0.019,0.013,0.003,0.628,1.003,99,11,3,0,1,3,0
"102",102,"Q9NQ79","f[(1)](id, age)",0.779,0.003,0.006,0.029,0.008,0.174,1.002,189,21,11,0,5,11,0
"103",103,"Q9NR71","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.538,0.094,0.016,0.022,0.019,0.311,1.003,108,12,6,0,2,5,0
"104",104,"P13942","f[(2)](age), f[(1)](id, age), f[(5)](group), f[(4)](sex, age)",0.071,0.666,0.017,0.033,0.034,0.178,1.004,189,21,11,0,7,8,0
"105",105,"P04179","f[(1)](id, age), f[(2)](age)",0.151,0.065,0.001,0.007,0,0.775,1.002,189,21,11,0,0,11,0
"106",106,"Q9Y6C2","f[(1)](id, age)",0.201,0.004,0.003,0.007,0.021,0.764,1.002,117,13,5,0,1,5,0
"107",107,"Q14242","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.535,0.054,0.006,0.042,0.063,0.299,1.002,157,18,9,0,2,9,0
"108",108,"P15289","f[(1)](id, age), f[(2)](age)",0.582,0.03,0.005,0.028,0.001,0.354,1.004,144,16,8,0,2,8,0
"109",109,"Q8NF91","f[(2)](age)",0.015,0.472,0.017,0.004,0.003,0.488,1.003,180,20,10,0,5,9,0
"110",110,"P20810","f[(2)](age), f[(1)](id, age)",0.199,0.359,0.014,0.026,0.003,0.399,1.002,180,20,11,0,4,10,0
"111",111,"Q5ZPR3","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.341,0.137,0.004,0.005,0.052,0.461,1.003,189,21,11,0,2,11,0
"112",112,"O75390","f[(5)](group), f[(2)](age), f[(1)](id, age)",0.053,0.16,0.022,0.005,0.176,0.584,1.004,152,17,10,0,6,7,0
"113",113,"Q96DA0","f[(1)](id, age), f[(2)](age)",0.335,0.177,0.026,0.017,0.003,0.442,1.002,180,20,11,0,7,9,0
"114",114,"P04632","f[(1)](id, age)",0.431,0.025,0.003,0.005,0.016,0.52,1.002,189,21,11,0,0,11,0
"115",115,"P02753","f[(1)](id, age), f[(2)](age)",0.812,0.05,0.002,0.002,0,0.133,1.002,189,21,11,0,4,11,0
"116",116,"P07359","f[(1)](id, age), f[(2)](age)",0.662,0.083,0.006,0.001,0,0.248,1.002,189,21,11,0,4,10,0
"117",117,"Q8N2S1","f[(1)](id, age), f[(3)](diseaseAge), f[(2)](age), f[(4)](sex, age)",0.325,0.101,0.19,0.042,0.026,0.316,1.006,188,21,11,0,1,1,0
"118",118,"Q9NZN3","f[(1)](id, age), f[(2)](age)",0.134,0.087,0.019,0.017,0.005,0.738,1.004,189,21,11,0,3,7,0
"119",119,"Q12884","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.339,0.101,0.023,0.041,0.011,0.485,1.003,189,21,11,0,6,8,0
"120",120,"Q16288","f[(1)](id, age), f[(2)](age)",0.315,0.242,0.008,0.002,0.001,0.433,1.002,180,20,10,0,4,10,0
"121",121,"Q5TFM2","f[(1)](id, age)",0.981,0.001,0,0,0,0.018,1.002,189,21,11,0,2,11,0
"122",122,"Q13094","f[(1)](id, age), f[(2)](age)",0.098,0.03,0.006,0.017,0.008,0.841,1.003,122,14,9,0,2,9,0
"123",123,"A0A0G2JH38","f[(1)](id, age), f[(3)](diseaseAge)",0.912,0.001,0.05,0.014,0.014,0.009,1.002,116,13,3,0,3,3,0
"124",124,"O60610","f[(1)](id, age), f[(2)](age)",0.128,0.088,0.008,0.024,0.006,0.746,1.003,177,20,11,0,1,11,0
"125",125,"P0DMV9","f[(1)](id, age), f[(2)](age)",0.078,0.043,0.01,0.018,0.003,0.848,1.003,189,21,11,0,1,11,0
"126",126,"P28065","f[(1)](id, age), f[(5)](group)",0.334,0.026,0.01,0.009,0.078,0.542,1.003,112,13,6,0,0,6,0
"127",127,"P13762","f[(1)](id, age), f[(2)](age), f[(4)](sex, age), f[(3)](diseaseAge)",0.584,0.044,0.03,0.043,0.027,0.273,1.002,99,11,7,0,4,6,0
"128",128,"P04440","f[(1)](id, age), f[(2)](age)",0.669,0.136,0.002,0.021,0.001,0.171,1.003,135,15,8,0,2,8,0
"129",129,"Q5SQ64","f[(1)](id, age), f[(5)](group), f[(3)](diseaseAge)",0.253,0.016,0.047,0.007,0.241,0.437,1.003,108,12,7,0,2,5,0
"130",130,"Q8N307","f[(1)](id, age), f[(2)](age)",0.289,0.272,0.029,0.014,0.004,0.392,1.003,126,14,7,0,1,4,0
"131",131,"Q8N149","f[(1)](id, age), f[(4)](sex, age), f[(3)](diseaseAge)",0.455,0.016,0.032,0.06,0.029,0.409,1.003,171,19,9,0,3,4,0
"132",132,"Q9HBB8","f[(1)](id, age), f[(2)](age)",0.789,0.072,0.001,0.001,0.008,0.129,1.003,189,21,11,0,2,11,0
"133",133,"O75023","f[(1)](id, age), f[(4)](sex, age)",0.719,0.017,0.001,0.186,0.006,0.071,1.003,162,18,11,0,1,11,0
"134",134,"Q8N6C8","f[(1)](id, age), f[(2)](age)",0.414,0.058,0.008,0.004,0.001,0.516,1.003,189,21,11,0,5,11,0
"135",135,"A0A0G2JPA8","f[(1)](id, age)",0.989,0,0,0.001,0.001,0.008,1.003,189,21,11,0,0,11,0
"136",136,"P01861","f[(1)](id, age)",0.653,0.001,0.002,0.004,0.007,0.333,1.002,189,21,11,0,2,11,0
"137",137,"P07478","f[(1)](id, age), f[(3)](diseaseAge), f[(5)](group), f[(4)](sex, age)",0.476,0.033,0.079,0.039,0.043,0.33,1.002,108,12,2,0,1,1,0
"138",138,"Q9ULB1","f[(1)](id, age)",0.915,0.021,0.002,0.001,0.001,0.061,1.003,189,21,11,0,2,11,0
"139",139,"A0A0U1RQQ4","f[(1)](id, age), f[(2)](age)",0.805,0.051,0.004,0.019,0.004,0.116,1.003,189,21,11,0,4,10,0
"140",140,"Q92954","f[(1)](id, age)",0.747,0.005,0.001,0.013,0.004,0.23,1.004,135,15,10,0,0,10,0
"141",141,"Q9Y2D4","f[(1)](id, age), f[(3)](diseaseAge), f[(2)](age)",0.356,0.083,0.114,0.01,0.001,0.437,1.009,171,19,10,0,2,2,0
"142",142,"A0A0U1RRC4","f[(1)](id, age), f[(4)](sex, age), f[(5)](group)",0.819,0.019,0.001,0.043,0.035,0.082,1.003,180,20,10,0,2,10,0
"143",143,"Q9Y4C0","f[(1)](id, age), f[(2)](age)",0.341,0.291,0.003,0.004,0.002,0.359,1.002,189,21,11,0,3,11,0
"144",144,"A1L4H1","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.559,0.09,0.005,0.07,0.017,0.258,1.002,189,21,11,0,5,11,0
"145",145,"P04156","f[(1)](id, age), f[(2)](age)",0.485,0.085,0.006,0.002,0,0.421,1.002,180,20,11,0,3,11,0
"146",146,"Q10588","f[(1)](id, age)",0.879,0,0.003,0.002,0,0.115,1.002,189,21,11,0,2,10,0
"147",147,"Q9UKK9","f[(1)](id, age)",0.037,0.003,0.005,0.019,0.002,0.934,1.003,180,20,10,0,2,10,0
"148",148,"P54578","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.416,0.094,0.041,0.036,0.002,0.41,1.002,152,17,9,0,4,5,0
"149",149,"P60033","f[(1)](id, age), f[(2)](age)",0.514,0.067,0.008,0.013,0.011,0.388,1.003,135,15,11,0,3,11,0
"150",150,"A6NMZ7","f[(1)](id, age), f[(2)](age)",0.552,0.057,0.003,0.008,0.01,0.371,1.002,126,14,9,0,1,9,0
"151",151,"P21926","f[(2)](age), f[(1)](id, age)",0.053,0.199,0.01,0.005,0.002,0.73,1.002,144,16,8,0,2,8,0
"152",152,"P55145","f[(1)](id, age), f[(2)](age)",0.116,0.108,0.013,0.028,0.006,0.73,1.003,189,21,11,0,4,11,0
"153",153,"P07148","f[(1)](id, age), f[(3)](diseaseAge)",0.213,0.018,0.022,0.012,0.002,0.735,1.007,180,20,10,0,3,9,0
"154",154,"P02656","f[(1)](id, age)",0.723,0.021,0.008,0.002,0.001,0.244,1.003,189,21,11,0,2,11,0
"155",155,"P25325","f[(2)](age), f[(1)](id, age)",0.118,0.154,0.006,0.016,0.001,0.705,1.002,180,20,10,0,1,10,0
"156",156,"P47756","f[(2)](age), f[(1)](id, age)",0.073,0.095,0.007,0.013,0.005,0.807,1.002,189,21,11,0,2,11,0
"157",157,"P29323","f[(1)](id, age), f[(5)](group)",0.42,0.012,0.005,0.001,0.086,0.476,1.002,176,20,10,0,2,10,0
"158",158,"B1ALD9","f[(1)](id, age), f[(2)](age)",0.462,0.172,0.006,0.01,0.001,0.349,1.001,180,20,10,0,4,10,0
"159",159,"O95490","f[(1)](id, age), f[(4)](sex, age)",0.378,0.036,0.006,0.072,0.004,0.504,1.001,171,19,9,0,3,9,0
"160",160,"Q14141","f[(2)](age), f[(1)](id, age)",0.037,0.133,0.007,0.008,0.001,0.814,1.001,179,20,10,0,4,10,0
"161",161,"P19256","f[(1)](id, age), f[(2)](age)",0.356,0.051,0.002,0.012,0.013,0.566,1.003,189,21,11,0,1,11,0
"162",162,"Q86TH1","f[(1)](id, age)",0.499,0.037,0.004,0.003,0.002,0.456,1.002,189,21,11,0,1,11,0
"163",163,"Q99439","f[(2)](age), f[(1)](id, age)",0.077,0.124,0.01,0.005,0.001,0.783,1.004,189,21,11,0,3,10,0
"164",164,"Q99719","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.099,0.075,0.021,0.078,0.006,0.721,1.007,108,12,8,0,1,6,0
"165",165,"P00736","f[(1)](id, age)",0.578,0.022,0.012,0.002,0.001,0.386,1.002,189,21,11,0,4,10,0
"166",166,"Q9Y6E0","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.064,0.078,0.008,0.014,0.028,0.808,1.004,171,19,11,0,3,11,0
"167",167,"Q13126","f[(1)](id, age)",0.568,0.005,0.008,0.018,0.015,0.386,1.002,180,20,10,0,5,8,0
"168",168,"P49368","f[(2)](age), f[(1)](id, age)",0.08,0.132,0.01,0.008,0.008,0.762,1.002,117,13,6,0,2,6,0
"169",169,"P62987","f[(1)](id, age), f[(2)](age)",0.382,0.153,0.004,0.009,0.003,0.449,1.003,189,21,11,0,4,11,0
"170",170,"O95199","f[(1)](id, age)",0.377,0.031,0.004,0.011,0.001,0.575,1.002,189,21,11,0,2,11,0
"171",171,"P00751","f[(1)](id, age)",0.365,0.006,0.004,0.002,0.001,0.623,1.002,189,21,11,0,5,11,0
"172",172,"P20062","f[(1)](id, age)",0.765,0.026,0.009,0.005,0.005,0.191,1.002,189,21,11,0,4,7,0
"173",173,"Q15019","f[(1)](id, age), f[(2)](age)",0.093,0.085,0.007,0.017,0.001,0.797,1.002,171,19,9,0,0,9,0
"174",174,"Q14746","f[(2)](age)",0.021,0.025,0.01,0.005,0.004,0.936,1.004,180,20,10,0,4,9,0
"175",175,"P60660","f[(1)](id, age), f[(2)](age)",0.135,0.089,0.011,0.005,0.009,0.751,1.002,180,20,10,0,3,9,0
"176",176,"P62495","f[(1)](id, age), f[(4)](sex, age)",0.169,0.039,0.005,0.054,0.005,0.728,1.002,149,17,8,0,1,8,0
"177",177,"B7ZKJ8","f[(1)](id, age)",0.558,0.002,0.002,0.003,0.003,0.432,1.002,162,18,11,0,1,11,0
"178",178,"Q5VT82","f[(1)](id, age), f[(2)](age)",0.709,0.131,0.005,0.009,0.014,0.133,1.003,189,21,11,0,5,11,0
"179",179,"Q9BXY5","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.25,0.07,0.006,0.014,0.041,0.619,1.003,180,20,11,0,5,11,0
"180",180,"P11362","f[(1)](id, age)",0.62,0.005,0.005,0.006,0.01,0.354,1.002,189,21,11,0,2,11,0
"181",181,"Q96EE4","f[(5)](group), f[(1)](id, age), f[(2)](age)",0.277,0.04,0.021,0.025,0.3,0.337,1.003,144,16,8,0,4,7,0
"182",182,"P30626","f[(2)](age), f[(1)](id, age)",0.118,0.162,0.003,0.002,0.009,0.707,1.002,189,21,11,0,1,11,0
"183",183,"Q9BUL8","f[(2)](age), f[(1)](id, age)",0.221,0.24,0.002,0.006,0.003,0.527,1.002,108,12,4,0,0,4,0
"184",184,"Q8TEU8","f[(2)](age), f[(1)](id, age)",0.175,0.658,0.001,0.001,0.004,0.162,1.002,180,20,11,0,0,11,0
"185",185,"P10646","f[(1)](id, age), f[(2)](age)",0.605,0.122,0.008,0.007,0,0.258,1.002,189,21,11,0,6,9,0
"186",186,"P05090","f[(1)](id, age)",0.504,0.003,0.011,0.011,0.001,0.47,1.003,189,21,11,0,3,11,0
"187",187,"P99999","f[(1)](id, age), f[(2)](age)",0.206,0.122,0.005,0.003,0.001,0.663,1.002,180,20,10,0,1,10,0
"188",188,"Q9UKJ1","f[(1)](id, age), f[(5)](group)",0.655,0.002,0.01,0.006,0.041,0.286,1.002,108,12,5,0,1,4,0
